ParkName,Year,Month,Date,RecreationVisits,NonRecreationVisits,Total Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2020,4,4/1/2020,1138,0,1138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2020,5,5/1/2020,1338,0,1338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2020,6,6/1/2020,10124,0,10124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2020,7,7/1/2020,18855,0,18855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2020,8,8/1/2020,17002,0,17002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2020,9,9/1/2020,16717,0,16717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2020,10,10/1/2020,21424,0,21424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2020,11,11/1/2020,9265,0,9265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2020,12,12/1/2020,16868,0,16868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2021,1,1/1/2021,16219,0,16219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2021,2,2/1/2021,13270,0,13270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2021,3,3/1/2021,30749,0,30749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2021,4,4/1/2021,25859,0,25859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2021,5,5/1/2021,29206,0,29206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2021,6,6/1/2021,34015,0,34015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2021,7,7/1/2021,53346,0,53346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2021,8,8/1/2021,29210,0,29210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2021,9,9/1/2021,24922,0,24922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2021,10,10/1/2021,34791,0,34791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2021,11,11/1/2021,28082,0,28082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2021,12,12/1/2021,29575,0,29575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2022,1,1/1/2022,20549,0,20549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2022,2,2/1/2022,21887,0,21887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2022,3,3/1/2022,48021,0,48021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2022,4,4/1/2022,37869,0,37869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2022,5,5/1/2022,34898,0,34898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2022,6,6/1/2022,45193,0,45193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2022,7,7/1/2022,51525,0,51525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2022,8,8/1/2022,24177,0,24177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2022,9,9/1/2022,23494,0,23494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2022,10,10/1/2022,32267,0,32267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2022,11,11/1/2022,23257,0,23257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad Caverns NP,2022,12,12/1/2022,27795,0,27795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1979,1,1/1/1979,2732,200,2932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1979,2,2/1/1979,3121,66,3187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1979,3,3/1/1979,4774,701,5475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1979,4,4/1/1979,5157,1366,6523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1979,5,5/1/1979,5805,1236,7041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1979,6,6/1/1979,6060,1810,7870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1979,7,7/1/1979,12639,2627,15266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1979,8,8/1/1979,15717,3574,19291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1979,9,9/1/1979,12187,3013,15200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1979,10,10/1/1979,6352,2966,9318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1979,11,11/1/1979,4087,1183,5270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1979,12,12/1/1979,4306,1832,6138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1980,1,1/1/1980,4418,1725,6143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1980,2,2/1/1980,2918,1738,4656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1980,3,3/1/1980,8054,2365,10419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1980,4,4/1/1980,8097,2363,10460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1980,5,5/1/1980,7760,2633,10393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1980,6,6/1/1980,13674,3007,16681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1980,7,7/1/1980,16783,3621,20404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1980,8,8/1/1980,19790,4426,24216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1980,9,9/1/1980,10025,2404,12429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1980,10,10/1/1980,4612,3314,7926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1980,11,11/1/1980,4919,2056,6975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1980,12,12/1/1980,3524,1356,4880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1981,1,1/1/1981,2815,1845,4660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1981,2,2/1/1981,5645,1124,6769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1981,3,3/1/1981,5603,2206,7809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1981,4,4/1/1981,5247,1488,6735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1981,5,5/1/1981,9070,1438,10508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1981,6,6/1/1981,7723,1574,9297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1981,7,7/1/1981,12086,2118,14204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1981,8,8/1/1981,13813,2827,16640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1981,9,9/1/1981,10969,1874,12843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1981,10,10/1/1981,5979,1954,7933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1981,11,11/1/1981,4479,1549,6028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1981,12,12/1/1981,4085,1906,5991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1982,1,1/1/1982,5451,1437,6888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1982,2,2/1/1982,13275,1364,14639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1982,3,3/1/1982,10530,1139,11669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1982,4,4/1/1982,11280,1708,12988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1982,5,5/1/1982,16845,1549,18394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1982,6,6/1/1982,14760,1648,16408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1982,7,7/1/1982,25454,3010,28464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1982,8,8/1/1982,26972,3045,30017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1982,9,9/1/1982,15384,1533,16917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1982,10,10/1/1982,11059,1819,12878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1982,11,11/1/1982,12296,1119,13415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1982,12,12/1/1982,8981,951,9932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1983,1,1/1/1983,13809,706,14515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1983,2,2/1/1983,14821,819,15640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1983,3,3/1/1983,15833,1076,16909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1983,4,4/1/1983,14327,1175,15502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1983,5,5/1/1983,18302,1605,19907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1983,6,6/1/1983,20790,2244,23034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1983,7,7/1/1983,30820,3464,34284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1983,8,8/1/1983,26192,3015,29207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1983,9,9/1/1983,16808,3224,20032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1983,10,10/1/1983,12363,1907,14270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1983,11,11/1/1983,12325,1491,13816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1983,12,12/1/1983,8634,1561,10195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1984,1,1/1/1984,11177,1588,12765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1984,2,2/1/1984,14573,1273,15846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1984,3,3/1/1984,14608,1356,15964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1984,4,4/1/1984,15305,1261,16566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1984,5,5/1/1984,18535,2524,21059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1984,6,6/1/1984,18745,1719,20464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1984,7,7/1/1984,25778,2724,28502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1984,8,8/1/1984,26956,3094,30050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1984,9,9/1/1984,18004,2410,20414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1984,10,10/1/1984,14373,2064,16437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1984,11,11/1/1984,13643,1433,15076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1984,12,12/1/1984,11714,999,12713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1985,1,1/1/1985,12865,1182,14047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1985,2,2/1/1985,9540,3180,12720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1985,3,3/1/1985,10967,3655,14622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1985,4,4/1/1985,10239,3413,13652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1985,5,5/1/1985,11897,3965,15862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1985,6,6/1/1985,12164,4054,16218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1985,7,7/1/1985,19922,6640,26562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1985,8,8/1/1985,24101,8033,32134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1985,9,9/1/1985,20473,6824,27297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1985,10,10/1/1985,10875,3625,14500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1985,11,11/1/1985,10838,3612,14450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1985,12,12/1/1985,10251,3417,13668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1986,1,1/1/1986,15061,1307,16368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1986,2,2/1/1986,7302,2434,9736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1986,3,3/1/1986,9925,3308,13233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1986,4,4/1/1986,11514,3838,15352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1986,5,5/1/1986,12594,4198,16792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1986,6,6/1/1986,14210,4736,18946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1986,7,7/1/1986,21062,7020,28082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1986,8,8/1/1986,24173,8057,32230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1986,9,9/1/1986,16955,5651,22606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1986,10,10/1/1986,17818,5939,23757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1986,11,11/1/1986,13439,4479,17918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1986,12,12/1/1986,8860,2953,11813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1987,1,1/1/1987,13326,1319,14645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1987,2,2/1/1987,9744,3248,12992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1987,3,3/1/1987,8095,2698,10793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1987,4,4/1/1987,9472,3157,12629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1987,5,5/1/1987,19363,6454,25817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1987,6,6/1/1987,12986,4328,17314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1987,7,7/1/1987,17344,5781,23125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1987,8,8/1/1987,24419,8139,32558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1987,9,9/1/1987,19533,6511,26044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1987,10,10/1/1987,15094,5031,20125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1987,11,11/1/1987,13844,4614,18458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1987,12,12/1/1987,11387,3795,15182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1988,1,1/1/1988,14484,1269,15753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1988,2,2/1/1988,10178,3392,13570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1988,3,3/1/1988,12457,4152,16609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1988,4,4/1/1988,11288,3762,15050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1988,5,5/1/1988,13900,4633,18533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1988,6,6/1/1988,10947,3649,14596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1988,7,7/1/1988,19317,6439,25756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1988,8,8/1/1988,21977,7325,29302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1988,9,9/1/1988,19041,6347,25388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1988,10,10/1/1988,13984,4661,18645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1988,11,11/1/1988,11321,3773,15094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1988,12,12/1/1988,9698,3232,12930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1989,1,1/1/1989,13244,1303,14547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1989,2,2/1/1989,9172,3057,12229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1989,3,3/1/1989,10289,3429,13718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1989,4,4/1/1989,10542,3514,14056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1989,5,5/1/1989,12249,4083,16332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1989,6,6/1/1989,11313,3771,15084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1989,7,7/1/1989,19689,6563,26252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1989,8,8/1/1989,17787,5929,23716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1989,9,9/1/1989,16051,5350,21401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1989,10,10/1/1989,12604,4201,16805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1989,11,11/1/1989,10953,3651,14604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1989,12,12/1/1989,8769,2923,11692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1990,1,1/1/1990,11640,1199,12839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1990,2,2/1/1990,7101,2367,9468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1990,3,3/1/1990,8183,2727,10910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1990,4,4/1/1990,11908,3969,15877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1990,5,5/1/1990,9579,3193,12772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1990,6,6/1/1990,10708,3569,14277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1990,7,7/1/1990,16876,5625,22501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1990,8,8/1/1990,22035,7345,29380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1990,9,9/1/1990,6852,2284,9136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1990,10,10/1/1990,15878,5292,21170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1990,11,11/1/1990,13385,4461,17846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1990,12,12/1/1990,9938,3312,13250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1991,1,1/1/1991,12309,1075,13384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1991,2,2/1/1991,6946,2315,9261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1991,3,3/1/1991,9252,3084,12336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1991,4,4/1/1991,9250,3083,12333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1991,5,5/1/1991,15562,5187,20749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1991,6,6/1/1991,9646,3215,12861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1991,7,7/1/1991,15962,5320,21282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1991,8,8/1/1991,19651,6550,26201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1991,9,9/1/1991,16067,5355,21422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1991,10,10/1/1991,14059,4686,18745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1991,11,11/1/1991,11377,3792,15169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1991,12,12/1/1991,9182,3060,12242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1992,1,1/1/1992,14090,1392,15482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1992,2,2/1/1992,9911,3303,13214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1992,3,3/1/1992,11527,3842,15369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1992,4,4/1/1992,13683,4561,18244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1992,5,5/1/1992,16830,5610,22440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1992,6,6/1/1992,14340,4780,19120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1992,7,7/1/1992,18813,6271,25084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1992,8,8/1/1992,11384,3794,15178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1992,9,9/1/1992,18785,6261,25046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1992,10,10/1/1992,16457,5485,21942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1992,11,11/1/1992,13644,4548,18192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1992,12,12/1/1992,9717,3239,12956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1993,1,1/1/1993,14405,1280,15685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1993,2,2/1/1993,9069,3023,12092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1993,3,3/1/1993,8631,2877,11508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1993,4,4/1/1993,13048,4349,17397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1993,5,5/1/1993,16138,5379,21517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1993,6,6/1/1993,13866,4622,18488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1993,7,7/1/1993,23904,7968,31872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1993,8,8/1/1993,25913,8637,34550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1993,9,9/1/1993,17685,5895,23580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1993,10,10/1/1993,20382,6794,27176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1993,11,11/1/1993,13349,4449,17798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1993,12,12/1/1993,8477,2825,11302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1994,1,1/1/1994,16233,1445,17678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1994,2,2/1/1994,9889,3296,13185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1994,3,3/1/1994,10897,3632,14529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1994,4,4/1/1994,14224,4741,18965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1994,5,5/1/1994,10717,3572,14289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1994,6,6/1/1994,12325,4108,16433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1994,7,7/1/1994,23520,7840,31360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1994,8,8/1/1994,25357,8452,33809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1994,9,9/1/1994,17069,5689,22758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1994,10,10/1/1994,15732,5244,20976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1994,11,11/1/1994,10057,3352,13409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1994,12,12/1/1994,9206,3068,12274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1995,1,1/1/1995,17214,1435,18649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1995,2,2/1/1995,31442,2899,34341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1995,3,3/1/1995,35350,2464,37814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1995,4,4/1/1995,38046,2636,40682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1995,5,5/1/1995,37915,3124,41039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1995,6,6/1/1995,39637,2522,42159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1995,7,7/1/1995,72446,8063,80509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1995,8,8/1/1995,98958,2939,101897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands NP,1995,9,9/1/1995,53242,2572,55814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
