ParkName,Year,Month,Date,RecreationVisits,NonRecreationVisits,Total Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katmai NP & PRES,2022,4,4/1/2022,20,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katmai NP & PRES,2022,5,5/1/2022,144,34,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katmai NP & PRES,2022,6,6/1/2022,5089,1189,6278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katmai NP & PRES,2022,7,7/1/2022,12600,2070,14670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katmai NP & PRES,2022,8,8/1/2022,9991,2408,12399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katmai NP & PRES,2022,9,9/1/2022,5734,1727,7461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katmai NP & PRES,2022,10,10/1/2022,250,108,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katmai NP & PRES,2022,11,11/1/2022,20,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katmai NP & PRES,2022,12,12/1/2022,20,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1982,1,1/1/1982,35,3,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1982,2,2/1/1982,94,9,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1982,3,3/1/1982,144,15,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1982,4,4/1/1982,150,91,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1982,5,5/1/1982,1039,65,1104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1982,6,6/1/1982,1840,71,1911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1982,7,7/1/1982,5439,53,5492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1982,8,8/1/1982,5724,91,5815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1982,9,9/1/1982,1468,37,1505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1982,10,10/1/1982,92,22,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1982,11,11/1/1982,35,4,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1982,12,12/1/1982,58,4,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1983,1,1/1/1983,33,5,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1983,2,2/1/1983,159,6,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1983,3,3/1/1983,194,23,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1983,4,4/1/1983,172,7,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1983,5,5/1/1983,1195,32,1227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1983,6,6/1/1983,2451,53,2504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1983,7,7/1/1983,8474,98,8572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1983,8,8/1/1983,7531,79,7610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1983,9,9/1/1983,2794,32,2826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1983,10,10/1/1983,711,10,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1983,11,11/1/1983,91,11,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1983,12,12/1/1983,243,4,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1984,1,1/1/1984,75,2,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1984,2,2/1/1984,54,5,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1984,3,3/1/1984,255,15,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1984,4,4/1/1984,413,12,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1984,5,5/1/1984,1760,21,1781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1984,6,6/1/1984,4695,29,4724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1984,7,7/1/1984,8964,67,9031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1984,8,8/1/1984,8544,13,8557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1984,9,9/1/1984,4414,16,4430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1984,10,10/1/1984,924,21,945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1984,11,11/1/1984,392,41,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1984,12,12/1/1984,213,12,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1985,1,1/1/1985,195,18,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1985,2,2/1/1985,225,29,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1985,3,3/1/1985,482,25,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1985,4,4/1/1985,376,16,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1985,5,5/1/1985,3032,33,3065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1985,6,6/1/1985,6074,69,6143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1985,7,7/1/1985,12491,93,12584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1985,8,8/1/1985,8167,80,8247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1985,9,9/1/1985,3904,41,3945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1985,10,10/1/1985,529,19,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1985,11,11/1/1985,108,29,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1985,12,12/1/1985,175,28,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1986,1,1/1/1986,97,16,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1986,2,2/1/1986,112,7,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1986,3,3/1/1986,201,39,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1986,4,4/1/1986,231,28,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1986,5,5/1/1986,2886,56,2942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1986,6,6/1/1986,9356,73,9429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1986,7,7/1/1986,16560,81,16641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1986,8,8/1/1986,17664,45,17709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1986,9,9/1/1986,5715,47,5762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1986,10,10/1/1986,466,27,493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1986,11,11/1/1986,791,21,812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1986,12,12/1/1986,217,30,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1987,1,1/1/1987,156,22,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1987,2,2/1/1987,133,48,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1987,3,3/1/1987,217,28,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1987,4,4/1/1987,454,56,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1987,5,5/1/1987,3471,61,3532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1987,6,6/1/1987,11499,132,11631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1987,7,7/1/1987,21086,104,21190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1987,8,8/1/1987,19044,61,19105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1987,9,9/1/1987,3458,36,3494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1987,10,10/1/1987,650,37,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1987,11,11/1/1987,242,48,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1987,12,12/1/1987,18,13,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1988,1,1/1/1988,95,41,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1988,2,2/1/1988,76,39,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1988,3,3/1/1988,134,64,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1988,4,4/1/1988,210,41,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1988,5,5/1/1988,1946,86,2032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1988,6,6/1/1988,11348,15,11363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1988,7,7/1/1988,21010,71,21081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1988,8,8/1/1988,16351,66,16417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1988,9,9/1/1988,6747,38,6785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1988,10,10/1/1988,588,21,609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1988,11,11/1/1988,412,24,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1988,12,12/1/1988,100,10,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1989,1,1/1/1989,147,11,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1989,2,2/1/1989,88,22,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1989,3,3/1/1989,336,46,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1989,4,4/1/1989,1178,790,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1989,5,5/1/1989,5026,93,5119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1989,6,6/1/1989,15633,574,16207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1989,7,7/1/1989,25446,95,25541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1989,8,8/1/1989,18898,41,18939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1989,9,9/1/1989,5253,68,5321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1989,10,10/1/1989,1065,79,1144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1989,11,11/1/1989,2369,100,2469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1989,12,12/1/1989,118,20,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1990,1,1/1/1990,100,28,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1990,2,2/1/1990,99,29,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1990,3,3/1/1990,252,40,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1990,4,4/1/1990,649,40,689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1990,5,5/1/1990,4736,130,4866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1990,6,6/1/1990,15256,165,15421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1990,7,7/1/1990,19447,125,19572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1990,8,8/1/1990,17237,125,17362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1990,9,9/1/1990,5629,40,5669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1990,10,10/1/1990,2453,30,2483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1990,11,11/1/1990,143,25,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1990,12,12/1/1990,114,20,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1991,1,1/1/1991,103,3,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1991,2,2/1/1991,105,12,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1991,3,3/1/1991,185,23,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1991,4,4/1/1991,436,71,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1991,5,5/1/1991,6857,96,6953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1991,6,6/1/1991,21531,263,21794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1991,7,7/1/1991,34153,145,34298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1991,8,8/1/1991,27653,101,27754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1991,9,9/1/1991,12650,65,12715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1991,10,10/1/1991,3040,56,3096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1991,11,11/1/1991,219,45,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1991,12,12/1/1991,109,52,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1992,1,1/1/1992,163,41,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1992,2,2/1/1992,177,33,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1992,3,3/1/1992,392,45,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1992,4,4/1/1992,626,73,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1992,5,5/1/1992,5296,68,5364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1992,6,6/1/1992,21337,59,21396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1992,7,7/1/1992,39061,126,39187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1992,8,8/1/1992,26942,42,26984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1992,9,9/1/1992,12216,82,12298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1992,10,10/1/1992,981,65,1046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1992,11,11/1/1992,258,17,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1992,12,12/1/1992,681,35,716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1993,1,1/1/1993,370,18,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1993,2,2/1/1993,222,52,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1993,3,3/1/1993,908,99,1007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1993,4,4/1/1993,1964,79,2043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1993,5,5/1/1993,14798,52,14850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1993,6,6/1/1993,47838,51,47889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1993,7,7/1/1993,54839,242,55081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1993,8,8/1/1993,42379,42,42421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1993,9,9/1/1993,18956,49,19005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1993,10,10/1/1993,5278,10,5288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1993,11,11/1/1993,2001,25,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1993,12,12/1/1993,159,32,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1994,1,1/1/1994,411,56,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1994,2,2/1/1994,211,9,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1994,3,3/1/1994,467,72,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1994,4,4/1/1994,1395,58,1453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1994,5,5/1/1994,10900,138,11038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1994,6,6/1/1994,56626,177,56803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1994,7,7/1/1994,64573,136,64709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1994,8,8/1/1994,46603,128,46731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1994,9,9/1/1994,21967,76,22043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1994,10,10/1/1994,5428,61,5489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1994,11,11/1/1994,677,57,734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1994,12,12/1/1994,258,37,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1995,1,1/1/1995,355,52,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1995,2,2/1/1995,248,24,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1995,3,3/1/1995,445,32,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1995,4,4/1/1995,1017,56,1073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1995,5,5/1/1995,12947,90,13037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1995,6,6/1/1995,54800,114,54914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1995,7,7/1/1995,65722,202,65924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1995,8,8/1/1995,60840,127,60967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1995,9,9/1/1995,31676,72,31748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1995,10,10/1/1995,2397,95,2492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1995,11,11/1/1995,31,153,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1995,12,12/1/1995,179,34,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1996,1,1/1/1996,97,32,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1996,2,2/1/1996,237,25,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1996,3,3/1/1996,353,74,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1996,4,4/1/1996,3140,124,3264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1996,5,5/1/1996,22299,112,22411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1996,6,6/1/1996,54686,77,54763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1996,7,7/1/1996,89130,152,89282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1996,8,8/1/1996,70385,164,70549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1996,9,9/1/1996,30579,93,30672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1996,10,10/1/1996,2883,37,2920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1996,11,11/1/1996,89,19,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1996,12,12/1/1996,156,21,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1997,1,1/1/1997,59,38,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1997,2,2/1/1997,99,225,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1997,3,3/1/1997,353,33,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1997,4,4/1/1997,680,83,763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1997,5,5/1/1997,23280,114,23394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1997,6,6/1/1997,78741,140,78881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1997,7,7/1/1997,77501,180,77681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1997,8,8/1/1997,56426,209,56635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1997,9,9/1/1997,42835,75,42910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1997,10,10/1/1997,25952,50,26002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1997,11,11/1/1997,132,44,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1997,12,12/1/1997,106,64,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1998,1,1/1/1998,222,45,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1998,2,2/1/1998,182,25,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1998,3,3/1/1998,611,76,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1998,4,4/1/1998,3150,58,3208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1998,5,5/1/1998,28121,125,28246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1998,6,6/1/1998,55608,241,55849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1998,7,7/1/1998,70335,215,70550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1998,8,8/1/1998,63368,153,63521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1998,9,9/1/1998,35157,285,35442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1998,10,10/1/1998,6941,496,7437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1998,11,11/1/1998,111,26,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1998,12,12/1/1998,142,55,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1999,1,1/1/1999,421,0,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1999,2,2/1/1999,231,0,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1999,3,3/1/1999,577,0,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1999,4,4/1/1999,3029,0,3029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1999,5,5/1/1999,19274,0,19274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1999,6,6/1/1999,68653,0,68653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1999,7,7/1/1999,94973,0,94973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1999,8,8/1/1999,74080,0,74080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1999,9,9/1/1999,26040,0,26040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1999,10,10/1/1999,2818,0,2818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1999,11,11/1/1999,211,0,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,1999,12,12/1/1999,366,0,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,2000,1,1/1/2000,278,0,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,2000,2,2/1/2000,95,0,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,2000,3,3/1/2000,500,0,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,2000,4,4/1/2000,717,0,717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,2000,5,5/1/2000,19902,0,19902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,2000,6,6/1/2000,56198,0,56198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,2000,7,7/1/2000,80558,0,80558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,2000,8,8/1/2000,67918,0,67918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,2000,9,9/1/2000,24743,0,24743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,2000,10,10/1/2000,2942,0,2942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenai Fjords NP,2000,11,11/1/2000,685,0,685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
